pH,Chlorine,Turbidity,Conductivity,Alkalinity,Temperature,Colour,Total Dissolved Solids,Hardness
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
6.4,1.73,0.313,89.6,5.8,19.2,32.0,44.8,3.8305599999999997
6.79,1.74,0.336,95.2,5.9,19.1,35.0,47.6,3.8305599999999997
6.91,1.68,0.237,99.8,5.9,19.1,26.0,49.9,3.8305599999999997
6.63,1.8,0.091,93.6,6.0,18.4,26.0,46.8,3.8305599999999997
7.05,1.77,0.22,89.2,6.0,18.1,36.0,44.6,3.8305599999999997
7.63,1.86,0.209,88.8,5.9,18.0,32.0,44.4,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
7.47,1.77,0.353,93.6,5.8,17.0,31.0,46.8,3.8305599999999997
6.5,1.75,0.365,85.4,5.9,17.5,29.0,42.7,3.8305599999999997
6.81,1.77,0.359,83.8,5.7,17.4,32.0,41.9,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
6.41,1.75,0.318,83.8,5.8,17.2,36.0,41.9,3.8305599999999997
7.41,1.78,0.311,97.0,5.9,17.5,39.0,48.5,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
7.13,1.77,0.326,97.4,6.1,17.3,36.0,48.7,3.8305599999999997
7.11,1.91,0.374,90.0,5.9,17.9,33.0,45.0,3.8305599999999997
6.79,1.87,0.363,87.2,6.0,17.7,34.0,43.6,3.81
7.39,1.97,0.271,96.2,6.1,17.7,37.0,48.1,3.9699999999999998
7.07,1.65,0.366,90.2,5.8,17.5,33.0,45.1,3.7399999999999998
6.88,1.71,0.456,89.6,6.0,17.4,32.0,44.8,3.7199999999999998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
7.3,1.64,0.361,88.2,6.0,16.5,33.0,44.1,3.83
6.83,1.73,0.248,82.6,6.1,16.3,34.0,41.3,3.91
6.64,1.86,1.15,80.0,5.9,15.9,32.0,40.0,3.8
7.03,1.84,0.306,91.6,5.8,16.1,34.0,45.8,3.83
6.6,1.84,0.297,92.2,5.9,16.0,36.0,46.1,3.84
6.88,1.79,0.284,92.0,6.0,16.2,40.0,46.0,3.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
6.22,1.9,0.381,81.2,5.9,15.2,35.0,40.6,3.6500000000000004
6.03,1.83,0.498,79.4,5.8,15.4,32.0,39.7,3.79
6.05,1.86,0.361,80.0,5.8,15.2,40.0,40.0,3.89
7.25,1.94,0.216,86.8,6.1,15.8,35.0,43.4,3.97
7.2,1.86,0.161,92.2,6.0,15.3,34.0,46.1,4.109999999999999
7.52,1.93,0.263,89.4,6.1,15.1,34.0,44.7,4.05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
7.32,1.88,0.286,90.8,6.0,15.2,37.0,45.4,4.02
8.88,1.9,0.127,118.6,6.4,15.4,36.0,59.3,4.1
5.16,1.98,0.137,110.8,5.8,15.4,34.0,55.4,3.99
8.21,1.86,0.141,110.0,6.1,16.8,43.0,55.0,3.87
8.19,1.68,0.173,122.8,5.9,16.7,27.0,61.4,3.68
8.4,1.68,0.131,108.0,6.0,17.1,26.0,54.0,3.75
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
7.53,1.82,0.101,105.2,6.1,16.5,29.0,52.6,3.8099999999999996
7.9,1.77,0.109,108.2,6.1,16.1,33.0,54.1,3.9299999999999997
7.68,1.67,0.0,101.4,5.9,15.5,27.0,50.7,3.73
8.16,1.69,0.0,89.6,5.9,14.9,26.0,44.8,3.76
7.76,1.72,0.0,93.8,5.9,14.7,27.0,46.9,3.83
7.39,1.76,0.0,89.8,5.8,14.0,32.0,44.9,3.8099999999999996
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
7.35,1.77,0.0,88.6,5.9,13.1,32.0,44.3,3.69
7.27,1.81,0.0,83.2,5.9,13.0,30.0,42.6,3.58
7.7,1.79,0.0,90.8,6.0,12.8,36.0,45.4,3.8600000000000003
7.13,1.77,0.0,85.2,5.9,12.5,33.0,42.6,3.7300000000000004
7.11,1.73,0.163,88.8,5.8,12.6,34.0,44.4,3.84
6.45,1.7,0.0,83.8,5.9,12.7,35.0,41.9,3.88
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
7.02,1.73,0.0,82.4,5.8,13.2,33.0,41.2,3.86
7.12,1.77,0.0,86.0,5.8,13.5,32.0,43.0,3.8099999999999996
8.07,1.71,0.0,88.8,5.9,13.5,34.0,44.4,3.8
7.34,1.67,0.556,81.4,5.7,13.0,34.0,40.7,3.9299999999999997
6.56,1.72,0.585,82.0,5.9,12.9,32.0,41.0,3.79
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
7.0,1.89,0.467,76.0,5.9,6.6,30.0,38.0,4.02
6.62,1.94,0.391,67.6,6.1,6.3,30.0,33.8,3.92
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
8.38,1.89,0.086,86.8,5.9,5.9,30.0,43.4,3.88
8.09,1.96,0.14,84.2,6.0,6.0,30.0,42.1,3.7
7.35,1.82,0.391,83.4,5.9,6.0,34.0,41.7,3.84
7.67,1.84,0.241,79.9,6.1,6.1,30.0,39.9,3.84
7.56,1.87,0.196,80.2,6.3,5.2,32.0,40.1,3.88
7.39,1.72,0.288,76.6,6.1,5.1,32.0,38.3,4.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
7.39,1.78,0.291,78.2,6.0,5.0,33.0,39.1,4.109999999999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
6.92,1.8,0.207,80.2,5.8,5.3,32.0,40.1,4.11
7.5,1.79,0.66,79.6,6.1,5.2,32.0,39.8,4.22
6.94,1.79,0.453,79.8,5.9,5.3,30.0,39.9,4.1
6.87,1.75,0.491,78.4,5.9,5.4,29.0,39.2,4.18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305599999999997
7.55,1.8,0.477,76.2,6.0,5.2,30.0,38.1,4.25
7.08,1.83,0.531,71.2,5.9,5.1,30.0,36.6,4.2
6.6,1.5,0.577,75.4,6.0,5.5,29.0,37.7,3.9899999999999998
7.4,1.78,0.501,73.4,5.8,5.7,28.0,36.7,3.96
7.53,1.74,0.377,74.4,5.9,5.6,31.0,37.2,4.14
7.51,1.82,0.391,73.6,5.9,5.4,32.0,36.8,4.01
7.449999999999999,1.7000000000000002,0.4285,75.6,5.9,5.45,36.0,37.8,3.485
7.39,1.58,0.466,77.6,5.9,5.5,40.0,38.8,2.96
6.93,1.66,0.55,78.4,5.9,5.5,42.0,39.2,3.23
7.4,1.62,0.399,78.0,6.0,5.7,42.0,39.0,3.31
7.29,1.55,0.407,78.0,5.8,6.3,40.0,39.0,3.21
7.18,1.68,0.553,75.2,5.9,6.6,39.0,37.6,3.45
7.4,1.7,0.474,74.8,5.9,6.4,40.0,37.4,3.38
7.33,1.685,0.499,75.1,5.95,6.35,38.0,37.55,3.48
7.26,1.67,0.524,75.4,6.0,6.3,36.0,37.7,3.58
7.11,1.7,0.368,70.4,5.9,5.9,42.0,35.2,3.39
7.54,1.42,0.542,75.6,6.0,5.9,45.0,37.8,3.18
7.24,1.57,0.436,74.4,5.9,5.8,40.0,37.2,3.27
7.09,1.57,0.445,78.0,6.0,5.6,42.0,39.0,3.23
7.08,1.62,0.326,77.6,5.8,5.4,39.0,38.8,3.33
7.15,1.655,0.611,77.4,5.85,5.550000000000001,38.5,38.7,3.3
7.22,1.69,0.896,77.2,5.9,5.7,38.0,38.6,3.27
7.2,1.78,0.086,76.8,5.7,5.6,37.0,38.4,3.31
7.22,1.61,0.67,77.6,5.8,5.8,36.0,38.8,3.18
7.13,1.59,0.457,76.6,5.9,5.9,33.0,38.3,3.23
7.13,1.64,0.421,76.2,5.9,6.5,37.0,38.1,3.25
7.29,1.54,0.594,76.8,5.9,6.4,41.0,38.4,3.1
7.195,1.5150000000000001,0.511,77.3,5.9,6.15,37.5,38.65,3.1950000000000003
7.1,1.49,0.428,77.8,5.9,5.9,34.0,38.9,3.29
6.97,1.53,0.593,76.6,5.9,5.9,33.0,38.3,3.28
6.92,1.55,0.677,75.6,5.8,5.7,49.0,37.8,3.26
6.88,1.6,0.594,74.8,5.9,5.9,47.0,37.4,3.26
7.02,1.64,0.664,76.0,6.1,5.6,45.0,38.0,3.27
6.84,1.61,0.49,75.4,5.9,5.6,46.0,37.7,3.19
6.855,1.67,0.49900000000000005,75.80000000000001,5.85,5.55,47.5,37.900000000000006,3.165
6.87,1.73,0.508,76.2,5.8,5.5,49.0,38.1,3.14
6.85,1.69,0.767,75.0,6.0,5.6,33.0,37.5,3.3
6.9,1.71,0.837,77.4,5.9,5.5,34.0,38.7,3.25
6.96,1.45,0.748,79.4,6.0,5.5,36.0,39.7,3.5
7.35,1.5,0.543,85.2,5.9,5.5,32.0,42.6,3.28
7.44,1.56,0.689,83.0,5.8,5.4,32.0,41.5,3.17
7.37,1.59,0.761,84.4,5.9,5.3,33.0,42.2,3.16
7.345000000000001,1.63,0.664,83.5,5.95,5.35,34.5,41.75,3.2
7.32,1.67,0.567,82.6,6.0,5.4,36.0,41.3,3.24
6.92,1.45,0.458,78.4,5.9,5.9,33.0,39.2,3.25
7.83,1.54,0.529,80.2,5.8,5.3,32.0,40.1,3.5
7.17,1.5,0.412,82.2,5.9,6.3,36.0,41.1,3.17
7.1,1.63,0.496,77.6,6.0,5.9,47.0,38.8,3.34
7.08,1.6099999999999999,0.6885,78.69999999999999,5.95,5.9,41.5,39.349999999999994,3.245
7.06,1.59,0.881,79.8,5.9,5.9,36.0,39.9,3.15
7.08,1.36,0.864,81.6,6.0,6.0,39.0,40.8,3.34
7.15,1.64,0.812,81.2,5.9,5.5,42.0,40.6,3.4
7.18,1.5,0.612,82.6,5.9,5.4,44.0,41.3,3.55
7.2,1.74,0.716,82.2,6.0,5.3,44.0,41.1,3.47
7.06,1.46,0.71,79.8,5.9,5.9,43.0,39.9,3.41
7.115,1.5699999999999998,0.6665,80.3,5.85,5.550000000000001,41.5,40.15,3.455
7.17,1.68,0.623,80.8,5.8,5.2,40.0,40.4,3.5
7.18,1.79,0.426,82.6,5.9,5.1,38.0,41.3,3.42
7.08,1.74,0.664,82.4,6.0,5.2,36.0,41.2,3.34
7.07,1.55,0.61,81.8,6.1,5.2,38.0,40.9,3.29
6.98,1.48,0.732,82.6,6.0,5.3,37.0,41.3,3.19
7.04,1.51,0.525,79.6,5.9,5.2,34.0,39.8,3.33
7.17,1.605,0.643,81.5,5.95,5.1,35.0,40.75,3.325
7.3,1.7,0.761,83.4,6.0,5.0,36.0,41.7,3.32
7.23,1.5,0.618,82.6,5.9,4.8,35.0,41.3,3.31
7.02,1.67,0.527,82.6,6.1,5.3,45.0,41.3,3.25
7.03,1.57,0.577,81.6,5.9,5.2,43.0,40.8,3.22
6.97,1.67,0.546,81.6,6.0,5.1,46.0,40.8,3.32
7.15,1.72,0.592,81.0,5.9,5.0,46.0,40.5,3.31
7.055,1.7,0.6759999999999999,81.5,5.85,5.0,45.0,40.75,3.315
6.96,1.68,0.76,82.0,5.8,5.0,44.0,41.0,3.32
7.44,1.65,0.594,80.8,5.9,5.0,43.0,40.4,3.38
7.19,1.72,0.438,77.2,5.9,5.0,41.0,38.6,3.46
7.44,1.79,0.476,83.0,6.0,5.1,42.0,41.5,3.53
7.39,1.81,0.572,82.0,5.9,5.0,43.0,41.0,3.46
7.45,1.59,0.63,80.8,6.0,5.0,43.0,40.4,3.36
7.345000000000001,1.565,0.7854999999999999,80.0,5.95,5.05,44.5,40.099999999999994,3.4349999999999996
7.24,1.54,0.941,79.2,5.9,5.1,46.0,39.8,3.51
7.26,1.45,0.725,84.0,6.1,5.3,43.0,42.0,3.42
7.04,1.44,0.717,84.0,5.9,5.0,44.0,42.0,3.41
7.06,1.66,1.45,84.4,5.8,4.9,42.0,42.2,3.39
7.06,1.65,0.904,84.6,5.8,4.9,42.0,42.3,3.38
6.87,1.62,0.586,82.4,6.0,5.1,41.0,41.2,3.29
6.9350000000000005,1.57,0.724,83.4,5.95,5.05,42.0,41.7,3.315
7.0,1.52,0.862,84.4,5.9,5.0,43.0,42.2,3.34
6.98,1.53,0.699,82.4,5.9,4.8,44.0,41.2,3.35
7.02,1.58,0.878,83.8,5.9,5.9,39.0,41.9,3.36
7.1,1.62,0.716,70.6,5.8,4.9,39.0,35.3,3.46
6.41,1.59,0.926,72.4,5.8,4.8,42.0,36.2,3.52
7.62,1.54,0.371,74.6,6.0,4.7,42.0,37.3,3.45
7.18,1.5750000000000002,0.7055,78.9,5.95,4.85,45.0,39.45,3.35
6.74,1.61,1.04,83.2,5.9,5.0,48.0,41.6,3.25
6.9,1.65,0.846,84.6,5.9,4.7,41.0,42.3,3.32
7.18,1.61,0.793,93.6,5.8,4.8,43.0,46.8,3.27
7.71,1.64,0.689,90.2,6.0,4.9,44.0,45.1,3.43
7.27,1.62,0.6415,89.9,6.05,4.85,43.5,44.95,3.285
6.83,1.6,0.594,89.6,6.1,4.8,43.0,44.8,3.14
6.865,1.63,0.5449999999999999,88.0,6.05,4.9,42.5,44.099999999999994,3.17
6.9,1.66,0.496,86.4,6.0,5.0,42.0,43.4,3.2
6.85,1.73,0.774,82.0,6.0,4.6,47.0,41.0,3.26
7.24,1.76,0.539,79.6,6.0,6.0,49.0,39.8,3.26
7.1,1.79,0.563,77.4,5.9,4.6,48.0,38.7,3.21
6.94,1.25,1.31,74.8,6.0,4.8,61.0,37.4,3.23
6.96,1.46,0.852,76.2,5.8,4.9,55.0,38.1,3.24
7.029999999999999,1.37,0.823,77.5,5.85,4.9,59.0,38.75,3.2800000000000002
7.1,1.28,0.794,78.8,5.9,4.9,63.0,39.4,3.32
7.29,1.59,0.596,72.2,6.2,5.1,57.0,36.1,3.23
7.5,1.62,0.637,71.2,5.8,5.0,65.0,35.6,3.24
7.27,1.6,0.6,71.4,5.9,5.1,67.0,35.7,3.35
7.64,1.65,0.596,56.4,5.9,5.9,60.0,28.2,3.42
7.71,1.7,0.496,61.2,5.8,6.2,57.0,30.6,3.43
7.715,1.58,0.5295,59.1,5.9,5.85,60.5,29.55,3.3200000000000003
7.72,1.46,0.563,57.0,6.0,5.5,64.0,28.5,3.21
6.86,1.6,0.492,54.4,5.9,5.8,57.0,27.2,3.31
7.14,1.69,0.382,53.6,6.1,5.9,60.0,26.8,3.43
6.97,1.67,0.417,54.8,5.9,6.0,58.0,27.4,3.35
6.93,1.52,0.503,56.4,6.0,6.5,56.0,28.2,3.42
7.23,1.59,0.693,54.8,6.0,6.5,55.0,27.4,3.37
7.1850000000000005,1.605,0.5925,55.599999999999994,6.0,6.6,56.0,27.799999999999997,3.415
7.14,1.62,0.492,56.4,6.0,6.7,57.0,28.2,3.46
7.13,1.66,0.498,55.4,5.9,6.8,60.0,27.7,3.52
7.64,1.69,0.572,60.8,5.9,7.8,58.0,30.4,3.36
7.36,1.7,0.742,57.2,5.7,7.7,54.0,28.6,3.38
7.78,1.37,0.481,62.8,5.9,5.9,62.0,31.4,3.28
7.06,1.5,0.627,59.0,5.8,7.9,67.0,29.5,3.26
7.119999999999999,1.4649999999999999,0.6975,58.2,5.85,8.0,67.5,29.1,3.245
7.18,1.43,0.768,57.4,5.9,8.1,68.0,28.7,3.23
6.99,1.61,0.916,55.8,5.7,8.2,61.0,27.9,3.3
6.95,1.55,1.31,59.6,5.8,8.4,58.0,29.8,4.16
7.14,1.74,0.625,59.8,5.9,8.8,59.0,29.9,3.99
6.72,1.69,0.592,57.2,5.8,8.7,60.0,28.6,4.18
6.9,1.8,0.546,59.0,5.8,8.8,62.0,29.5,3.67
6.73,1.755,0.749,59.6,5.85,8.850000000000001,58.5,29.8,3.66
6.56,1.71,0.952,60.2,5.9,8.9,55.0,30.1,3.65
7.03,1.73,0.806,60.4,5.9,9.4,54.0,30.2,2.74
6.95,1.77,0.712,60.8,6.1,8.7,57.0,30.4,2.79
6.84,1.64,0.776,60.0,5.9,8.9,58.0,30.0,2.49
6.85,1.62,0.771,59.8,5.7,8.9,59.0,29.9,2.92
6.91,1.75,0.812,57.4,5.8,9.1,53.0,28.7,2.81
6.995,1.795,0.7030000000000001,58.4,5.9,9.149999999999999,54.5,29.2,2.7800000000000002
7.08,1.84,0.594,59.4,6.0,9.2,56.0,29.7,2.75
7.06,1.7,0.623,62.4,6.0,9.8,60.0,31.2,2.59
6.96,1.63,0.712,61.6,5.9,1.0,57.0,30.8,2.47
6.85,1.66,0.692,62.0,6.0,10.1,57.0,31.0,2.52
7.05,1.7,0.965,69.4,5.9,10.4,51.0,34.7,3.25
6.67,1.72,0.772,62.4,6.0,11.2,42.0,31.2,3.42
6.85,1.6600000000000001,0.755,63.80000000000001,5.95,10.899999999999999,43.0,31.900000000000006,3.4050000000000002
7.03,1.6,0.738,65.2,5.9,10.6,44.0,32.6,3.39
8.55,1.62,0.435,103.2,6.1,10.2,49.0,51.6,3.47
8.24,1.73,1.44,76.4,5.9,5.9,50.0,38.2,3.46
6.92,1.29,0.6,71.0,5.8,10.1,50.0,35.5,3.33
6.99,1.47,0.497,70.0,6.0,10.9,51.0,35.0,3.38
6.87,1.75,0.594,69.0,5.8,10.7,54.0,34.5,3.16
6.829999999999999,1.7149999999999999,0.726,70.50000000000001,5.85,10.95,51.5,35.25000000000001,3.255
6.79,1.68,0.858,72.0,5.9,11.2,49.0,36.0,3.35
7.01,1.77,0.662,74.2,5.9,11.3,54.0,37.1,3.2
7.18,1.84,0.419,74.4,6.0,11.8,51.0,37.2,3.21
7.42,1.71,0.591,76.0,6.1,12.6,47.0,38.0,3.46
7.25,1.83,0.515,75.4,5.9,12.9,46.0,37.7,3.36
7.34,1.93,0.554,73.0,5.9,13.2,42.0,36.5,1.61
7.164999999999999,1.935,0.5155000000000001,76.60000000000002,5.95,13.6,41.0,38.30000000000001,1.655
6.99,1.94,0.477,80.2,6.0,14.0,40.0,40.1,1.7
6.99,1.74,0.368,80.0,6.1,13.9,44.0,40.0,1.81
7.66,1.74,0.897,76.2,5.9,14.6,46.0,38.1,1.64
7.11,1.74,0.392,75.8,5.9,14.0,42.0,37.9,1.59
7.07,1.71,0.483,79.8,5.8,14.4,42.0,39.9,3.49
7.27,1.53,0.443,78.2,6.0,14.0,49.0,39.1,3.48
7.294999999999999,1.595,0.552,76.9,5.95,13.9,46.0,38.45,3.495
7.32,1.66,0.661,75.6,5.9,13.8,43.0,37.8,3.51
7.25,1.78,0.366,74.4,6.0,13.8,44.0,37.2,3.48
7.24,1.26,0.331,77.0,5.9,13.8,43.0,38.5,3.35
7.24,1.76,0.275,81.6,6.0,13.9,39.0,40.8,3.26
7.37,1.72,0.322,80.4,5.9,14.5,50.0,40.2,3.33
7.43,1.8,0.21,80.6,6.0,15.1,53.0,40.3,3.27
6.3149999999999995,1.83,0.16799999999999998,72.10000000000001,5.9,15.2,45.5,36.050000000000004,3.2800000000000002
5.2,1.86,0.126,63.6,5.8,15.3,38.0,31.8,3.29
7.63,1.6,0.259,86.2,5.9,15.6,37.0,43.1,3.36
7.92,1.57,0.307,89.6,6.0,16.3,54.0,44.8,3.43
7.83,1.69,0.296,85.7,6.0,16.5,57.0,42.7,3.26
7.83,1.62,0.31,82.2,6.1,17.2,43.0,41.1,3.33
7.07,1.76,0.326,84.6,6.0,17.5,43.0,42.3,3.29
6.959999999999999,1.675,0.598,87.70000000000002,5.9,17.35,41.0,43.85000000000001,3.33
6.85,1.59,0.87,90.8,5.8,17.2,39.0,45.4,3.37
7.35,1.67,0.46,92.0,6.1,17.1,36.0,46.0,3.35
7.51,1.68,0.516,88.4,6.0,17.4,44.0,44.2,3.29
7.25,1.99,0.351,83.0,6.0,17.1,43.0,41.5,3.23
6.9,1.35,0.29,87.6,5.9,16.4,39.0,43.8,3.25
7.69,1.31,0.215,89.0,6.0,16.0,37.0,44.5,3.69
7.579999999999999,1.625,0.25750000000000006,85.80000000000001,6.0,16.0,38.5,42.900000000000006,3.7249999999999996
7.47,1.94,0.3,82.6,6.0,16.0,40.0,41.3,3.76
7.23,2.04,0.322,84.8,5.9,15.8,39.0,42.4,3.71
7.17,1.87,0.313,90.4,5.9,16.1,37.0,45.2,3.3899999999999997
7.22,1.85,0.273,85.8,5.9,16.4,35.0,42.9,3.4299999999999997
7.22,1.96,0.824,88.4,6.1,16.5,33.0,44.2,3.46
7.15,1.84,0.392,89.2,5.9,16.4,32.0,44.6,3.46
7.174999999999999,1.81,0.33350000000000013,90.80000000000001,5.9,16.6,33.5,45.400000000000006,3.585
7.2,1.78,0.275,92.4,5.9,16.8,35.0,46.2,3.71
7.37,1.78,0.267,89.8,6.0,16.8,37.0,44.9,3.45
7.14,1.68,0.53,85.4,5.9,16.8,35.0,42.7,3.37
7.17,1.92,0.39,85.8,6.0,17.2,34.0,42.9,3.7
6.69,1.79,0.61,79.8,5.8,17.6,37.0,39.9,3.6399999999999997
6.63,1.93,0.414,82.0,5.7,17.8,35.0,41.0,3.67
6.829999999999999,1.88,0.4305000000000001,85.60000000000002,5.85,18.0,36.5,42.80000000000001,3.65
7.03,1.83,0.447,89.2,6.0,18.2,38.0,44.6,3.63
6.97,1.88,0.39,87.2,6.0,18.7,36.0,43.6,3.55
6.9,1.78,0.42,85.0,5.7,18.9,38.0,42.5,3.59
6.97,2.02,0.52,84.8,5.8,18.4,36.0,42.4,3.71
6.99,2.1,0.4,87.6,5.9,18.3,36.0,43.8,3.54
6.77,1.69,0.436,85.4,6.0,17.7,33.0,42.7,3.37
6.809999999999999,1.785,0.4545000000000001,84.30000000000001,5.9,17.8,34.0,42.150000000000006,3.42
6.85,1.88,0.473,83.2,5.8,17.9,35.0,41.6,3.4699999999999998
6.69,1.94,0.828,80.0,5.7,18.1,39.0,40.0,3.4299999999999997
6.73,1.74,0.521,85.0,6.0,18.3,28.0,42.5,3.7800000000000002
6.81,1.74,0.46,47.0,5.9,18.5,33.0,43.5,3.51
6.64,1.78,0.492,83.8,5.8,18.6,47.0,41.9,3.5700000000000003
6.7,1.7,0.512,84.2,5.8,18.7,43.0,42.1,3.51
6.889999999999999,1.625,0.5465000000000002,87.4,5.9,18.5,37.5,43.7,3.73
7.08,1.55,0.581,90.6,6.0,18.3,32.0,45.3,3.95
7.16,1.58,0.601,95.8,5.9,18.3,30.0,47.9,3.5
7.69,1.77,0.392,93.4,6.0,18.4,34.0,46.7,3.61
7.45,1.7,0.376,90.6,5.9,18.0,29.0,45.3,3.46
7.48,1.77,0.18,94.0,6.1,19.0,29.0,47.0,3.5999999999999996
7.512,1.56,0.261,88.8,6.1,19.6,31.0,44.4,3.58
7.5059999999999985,1.59,0.28000000000000014,88.70000000000002,6.05,19.75,32.0,44.35000000000001,3.5949999999999998
7.5,1.62,0.299,88.6,6.0,19.9,33.0,44.3,3.61
7.51,1.34,0.393,94.0,6.0,19.7,30.0,47.0,3.58
7.34,2.2,0.46,91.8,6.0,19.6,26.0,45.9,3.65
7.5,1.66,0.336,87.6,5.9,19.4,31.0,43.8,3.58
7.22,1.7,0.241,90.2,5.9,19.3,28.0,45.1,3.5100000000000002
7.16,1.51,0.204,91.8,6.0,19.5,30.0,45.9,2.16
7.339999999999999,1.5350000000000001,0.18600000000000017,94.00000000000001,5.95,20.050000000000004,30.5,47.00000000000001,2.42
7.52,1.56,0.168,96.2,5.9,20.6,31.0,48.1,2.6799999999999997
7.32,1.58,0.209,94.4,6.1,20.6,29.0,47.2,2.4
4.78,1.77,0.295,72.4,5.8,20.6,26.0,36.2,2.81
7.61,1.39,0.435,93.8,5.9,20.2,24.0,46.9,2.9699999999999998
